Order ID,Order Date,Store ID,Region,Product Category,Sub-Category,Quantity,Price,Discount (%),Sales,Profit
ORD110202,2019-01-12,S010,Central,Electronics,Mobiles,4,1358.66,16.9,4516.19,909.61
ORD108603,2019-01-12,S040,Central,Clothing,Men,3,69.69,0.0,209.07,73.17
ORD104324,2019-01-12,S034,West,Grocery,Fresh,6,41.99,0.0,251.94,20.16
ORD111312,2019-01-12,S046,North,Grocery,Beverages,3,19.25,5.49,54.58,4.25
ORD101612,2019-01-12,S031,West,Grocery,Snacks,7,11.45,0.0,80.15,6.41
ORD108042,2019-01-12,S037,South,Grocery,Beverages,7,14.87,0.75,103.31,8.23
ORD101064,2019-01-12,S008,Central,Furniture,Chairs,4,500.26,12.29,1755.11,296.51
ORD100384,2019-01-12,S017,South,Clothing,Kids,4,32.57,8.2,119.6,40.14
ORD103662,2019-01-13,S038,West,Furniture,Sofas,1,360.69,5.38,341.28,59.78
ORD107482,2019-01-13,S039,East,Grocery,Beverages,6,46.77,10.75,250.45,18.96
ORD107654,2019-01-13,S021,North,Furniture,Beds,3,1062.22,0.0,3186.66,573.6
ORD110398,2019-01-13,S046,North,Clothing,Men,5,76.98,1.16,380.44,132.38
ORD106419,2019-01-13,S036,South,Furniture,Sofas,4,939.01,0.0,3756.04,676.09
ORD109360,2019-01-13,S010,Central,Electronics,Mobiles,6,373.82,2.65,2183.48,474.0
ORD103845,2019-01-13,S011,Central,Electronics,Accessories,3,519.25,0.15,1555.41,341.93
ORD101419,2019-01-14,S007,Central,Grocery,Fresh,5,23.03,9.21,104.54,7.98
ORD107528,2019-01-14,S037,East,Electronics,Mobiles,2,1194.79,13.67,2062.92,422.82
ORD105708,2019-01-14,S017,South,Electronics,Audio,5,1107.91,23.19,4254.93,827.55
ORD101483,2019-01-14,S047,South,Furniture,Chairs,3,515.51,8.13,1420.8,245.35
ORD107231,2019-01-14,S031,South,Clothing,Men,5,28.24,0.0,141.2,49.42
ORD111169,2019-01-15,S010,Central,Grocery,Snacks,3,24.8,0.0,74.4,5.95
ORD109944,2019-01-16,S040,West,Clothing,Accessories,2,113.22,7.05,210.48,71.07
ORD111033,2019-01-16,S044,South,Beauty,Fragrance,4,69.46,11.69,245.36,64.69
ORD104304,2019-01-16,S006,East,Electronics,Mobiles,4,294.98,8.75,1076.68,226.51
ORD110103,2019-01-16,S029,East,Clothing,Accessories,4,59.15,0.0,236.6,82.81
ORD110162,2019-01-16,S017,West,Clothing,Kids,2,43.62,4.08,83.68,28.69
ORD101107,2019-01-16,S001,East,Clothing,Accessories,4,99.9,13.27,346.57,113.25
ORD111128,2019-01-16,S010,South,Clothing,Women,3,51.27,9.42,139.32,46.47
ORD111682,2019-01-17,S030,North,Clothing,Men,5,57.11,12.16,250.83,82.45
ORD107860,2019-01-17,S009,West,Grocery,Staples,7,9.18,9.11,58.41,4.46
ORD101894,2019-01-17,S034,South,Clothing,Accessories,2,68.99,8.5,126.25,42.31
ORD104223,2019-01-17,S040,South,Electronics,Laptops,3,589.27,0.0,1767.81,388.92
ORD100250,2019-01-17,S001,South,Electronics,Audio,6,1456.68,3.49,8435.05,1823.33
ORD108350,2019-01-18,S018,South,Beauty,Makeup,2,88.35,0.35,176.08,49.22
ORD106270,2019-01-18,S025,East,Furniture,Tables,5,694.27,0.0,3471.35,624.84
ORD103194,2019-01-19,S006,West,Clothing,Men,5,54.4,11.5,240.72,79.41
ORD104597,2019-01-19,S036,South,Grocery,Fresh,3,12.79,0.1,38.33,3.06
ORD105611,2019-01-19,S035,South,Clothing,Kids,3,14.16,2.62,41.37,14.29
ORD103427,2019-01-19,S029,North,Electronics,Audio,2,931.36,9.16,1692.09,355.21
ORD103615,2019-01-19,S009,North,Beauty,Makeup,4,99.28,0.08,396.8,111.06
ORD107364,2019-01-19,S026,North,Grocery,Fresh,4,18.09,8.35,66.32,5.08
ORD105661,2019-01-19,S016,Central,Grocery,Staples,7,12.82,0.0,89.74,7.18
ORD108249,2019-01-19,S006,South,Grocery,Snacks,4,16.79,7.75,61.96,4.76
ORD101587,2019-01-19,S008,South,Electronics,Laptops,5,961.23,0.0,4806.15,1057.35
ORD108756,2019-01-19,S010,West,Beauty,Haircare,1,24.61,0.0,24.61,6.89
ORD104077,2019-01-19,S038,East,Grocery,Beverages,7,16.22,0.0,113.54,9.08
ORD102485,2019-01-19,S043,North,Beauty,Makeup,7,87.73,0.83,609.01,169.82
ORD102704,2019-01-19,S048,West,Grocery,Staples,2,16.03,18.04,26.28,1.91
ORD105367,2019-01-19,S030,South,Clothing,Kids,7,139.85,7.84,902.2,303.39
ORD108698,2019-01-19,S015,West,Grocery,Staples,4,29.05,11.01,103.41,7.82
ORD100289,2019-01-20,S027,East,Grocery,Beverages,4,27.54,13.01,95.83,7.17
ORD111953,2019-01-21,S012,South,Grocery,Staples,6,12.28,0.0,73.68,5.89
ORD110386,2019-01-21,S012,Central,Electronics,Laptops,2,401.41,8.54,734.26,154.64
ORD110775,2019-01-21,S011,Central,Clothing,Women,4,139.43,4.86,530.61,181.2
ORD106573,2019-01-21,S030,South,Electronics,Accessories,7,1135.14,7.18,7375.46,1564.35
ORD101306,2019-01-21,S039,East,Clothing,Men,5,84.98,16.54,354.62,113.85
ORD101621,2019-01-21,S029,Central,Electronics,Accessories,6,1417.1,3.17,8233.07,1782.57
ORD102693,2019-01-22,S005,South,Grocery,Beverages,3,8.36,4.6,23.93,1.87
ORD101279,2019-01-22,S008,North,Beauty,Haircare,4,119.95,6.26,449.76,121.99
ORD106787,2019-01-22,S047,West,Grocery,Beverages,4,32.44,0.56,129.03,10.29
ORD104037,2019-01-22,S016,North,Beauty,Haircare,3,134.0,0.0,402.0,112.56
ORD100019,2019-01-22,S009,North,Clothing,Accessories,3,70.56,10.26,189.96,63.08
ORD103229,2019-01-22,S023,East,Grocery,Snacks,4,38.77,0.0,155.08,12.41
ORD101413,2019-01-22,S018,Central,Grocery,Beverages,6,11.68,1.41,69.09,5.49
ORD111475,2019-01-23,S007,East,Furniture,Beds,8,842.26,5.95,6337.16,1106.75
ORD102805,2019-01-23,S003,East,Electronics,Mobiles,2,557.83,7.84,1028.19,217.33
ORD110865,2019-01-23,S041,South,Grocery,Fresh,5,29.72,7.76,137.07,10.54
ORD107068,2019-01-23,S041,South,Grocery,Snacks,6,23.92,0.0,143.52,11.48
ORD111914,2019-01-23,S033,South,Grocery,Snacks,5,44.23,2.25,216.17,17.1
ORD101999,2019-01-23,S047,South,Grocery,Staples,7,10.04,0.65,69.82,5.57
ORD107922,2019-01-23,S022,West,Furniture,Beds,5,910.57,4.67,4340.23,763.0
ORD108270,2019-01-24,S003,North,Beauty,Haircare,3,156.1,16.83,389.49,99.88
ORD109089,2019-01-24,S014,West,Electronics,Mobiles,3,265.99,0.0,797.97,175.55
ORD107133,2019-01-24,S034,North,Beauty,Haircare,4,146.18,12.51,511.57,134.28
ORD101052,2019-01-25,S032,North,Electronics,Laptops,6,769.9,4.99,4388.89,941.47
ORD110039,2019-01-25,S005,North,Grocery,Staples,2,28.44,10.24,51.06,3.88
ORD103260,2019-01-25,S018,West,Electronics,Laptops,6,313.16,0.0,1878.96,413.37
ORD105425,2019-01-25,S016,West,Clothing,Accessories,4,58.84,6.45,220.18,74.58
ORD100885,2019-01-25,S049,North,Electronics,Laptops,8,851.28,0.0,6810.24,1498.25
ORD110111,2019-01-25,S044,West,Grocery,Beverages,6,38.0,0.0,228.0,18.24
ORD108380,2019-01-25,S041,East,Grocery,Snacks,3,6.45,2.76,18.82,1.48
ORD105653,2019-01-25,S023,West,Grocery,Staples,5,3.92,4.39,18.74,1.47
ORD102709,2019-01-25,S027,East,Furniture,Sofas,1,639.23,11.72,564.31,95.62
ORD109292,2019-01-26,S035,North,Clothing,Accessories,3,139.82,16.53,350.12,112.41
ORD105507,2019-01-26,S007,North,Clothing,Men,4,55.37,0.0,221.48,77.52
ORD109683,2019-01-26,S037,West,Clothing,Women,5,87.49,1.36,431.5,150.0
ORD108607,2019-01-26,S043,North,Electronics,Laptops,3,523.96,0.0,1571.88,345.81
ORD102923,2019-01-26,S039,South,Beauty,Fragrance,4,150.05,3.08,581.71,160.37
ORD111306,2019-01-27,S019,South,Clothing,Men,7,122.73,1.2,848.8,295.3
ORD109472,2019-01-27,S033,East,Grocery,Staples,5,17.99,1.37,88.72,7.05
ORD109165,2019-01-27,S043,West,Beauty,Haircare,3,158.26,12.02,417.71,109.93
ORD110295,2019-01-27,S006,West,Electronics,Mobiles,4,611.95,5.32,2317.58,496.31
ORD105164,2019-01-27,S034,Central,Grocery,Beverages,3,6.35,15.24,16.15,1.19
ORD101489,2019-01-28,S050,Central,Grocery,Beverages,3,24.09,6.11,67.85,5.26
ORD100664,2019-01-28,S016,West,Grocery,Beverages,3,11.16,4.65,31.92,2.49
ORD104804,2019-01-28,S035,North,Grocery,Staples,4,38.04,7.58,140.63,10.82
ORD110922,2019-01-28,S013,East,Grocery,Beverages,4,7.11,0.0,28.44,2.28
ORD111070,2019-01-28,S018,South,Grocery,Fresh,1,27.51,8.29,25.23,1.93
ORD106342,2019-01-29,S035,North,Furniture,Beds,5,903.47,6.07,4243.15,740.59
ORD106980,2019-01-29,S004,East,Grocery,Snacks,5,13.05,8.53,59.68,4.57
ORD101289,2019-01-29,S039,South,Electronics,Laptops,7,1329.47,0.0,9306.29,2047.38
ORD105917,2019-01-29,S023,South,Beauty,Fragrance,4,3.61,17.43,11.92,3.05
ORD101121,2019-01-29,S023,Central,Beauty,Haircare,5,21.29,5.89,100.18,27.22
ORD101022,2019-01-29,S037,North,Grocery,Fresh,2,8.33,16.88,13.85,1.01
ORD104662,2019-01-29,S026,East,Electronics,Laptops,6,1205.35,2.76,7032.49,1525.8
ORD110746,2019-01-29,S046,North,Furniture,Chairs,4,872.44,0.0,3489.76,628.16
ORD107608,2019-01-30,S048,South,Clothing,Women,5,92.65,5.72,436.75,148.49
ORD104169,2019-01-30,S024,East,Clothing,Women,2,16.55,11.43,29.32,9.68
ORD110157,2019-01-30,S018,South,Beauty,Haircare,7,26.66,3.96,179.23,49.19
ORD111974,2019-01-30,S009,North,Grocery,Fresh,8,16.7,19.38,107.71,7.78
ORD106396,2019-01-31,S044,South,Electronics,Laptops,4,981.25,5.57,3706.38,792.69
ORD108359,2019-01-31,S008,West,Electronics,Laptops,2,1221.67,0.0,2443.34,537.53
ORD111743,2019-01-31,S050,West,Clothing,Accessories,5,63.8,10.58,285.25,94.56
ORD106199,2019-01-31,S007,East,Grocery,Beverages,7,34.02,6.97,221.54,17.11
ORD103734,2019-01-31,S038,East,Furniture,Tables,2,555.08,14.54,948.74,158.36
ORD110650,2019-02-01,S039,South,Clothing,Women,4,136.92,6.48,512.19,173.46
ORD111396,2019-02-01,S005,North,Electronics,Accessories,6,1450.44,0.0,8702.64,1914.58
ORD102889,2019-02-02,S009,Central,Beauty,Skincare,4,21.96,5.46,83.04,22.62
ORD107444,2019-02-02,S025,West,Furniture,Sofas,3,642.49,6.6,1800.26,313.35
ORD110698,2019-02-03,S008,West,Furniture,Chairs,6,784.59,5.46,4450.51,779.22
ORD109705,2019-02-03,S042,Central,Clothing,Kids,6,140.42,7.05,783.12,264.43
ORD100043,2019-02-04,S005,Central,Grocery,Fresh,1,30.08,0.97,29.79,2.37
ORD106962,2019-02-04,S010,South,Clothing,Kids,5,138.74,10.42,621.42,206.17
ORD110359,2019-02-04,S022,North,Grocery,Staples,2,36.29,14.54,62.03,4.6
ORD110727,2019-02-04,S019,North,Electronics,Laptops,4,1311.15,5.74,4943.56,1056.37
ORD104736,2019-02-04,S045,North,Grocery,Beverages,3,30.53,0.0,91.59,7.33
ORD101438,2019-02-04,S007,North,Electronics,Mobiles,4,717.23,11.91,2527.23,522.88
ORD104663,2019-02-04,S041,East,Electronics,Accessories,4,1165.01,4.18,4465.25,961.82
ORD104381,2019-02-05,S022,West,Electronics,Accessories,5,1089.92,1.08,5390.74,1179.56
ORD111508,2019-02-05,S047,South,Electronics,Mobiles,4,223.42,15.18,758.02,154.11
ORD100287,2019-02-05,S023,Central,Furniture,Chairs,2,50.32,0.0,100.64,18.12
ORD101707,2019-02-05,S017,East,Beauty,Skincare,7,75.72,1.85,520.23,144.32
ORD103728,2019-02-05,S011,North,Electronics,Laptops,3,485.21,2.5,1419.24,308.33
ORD109953,2019-02-05,S045,North,Electronics,Audio,4,236.73,0.54,941.81,206.64
ORD101653,2019-02-05,S008,West,Beauty,Fragrance,5,180.37,20.93,713.09,178.77
ORD107203,2019-02-06,S003,Central,Grocery,Staples,1,40.02,0.0,40.02,3.2
ORD100407,2019-02-06,S029,West,Grocery,Staples,3,28.77,4.97,82.02,6.4
ORD108895,2019-02-06,S034,South,Clothing,Accessories,3,17.1,0.0,51.3,17.95
ORD101210,2019-02-06,S012,South,Clothing,Women,4,133.29,3.58,514.07,176.7
ORD110773,2019-02-07,S010,North,Furniture,Beds,6,233.71,6.42,1312.23,228.62
ORD107785,2019-02-07,S032,East,Grocery,Beverages,3,40.1,3.71,115.84,9.1
ORD101204,2019-02-07,S045,Central,Furniture,Chairs,3,134.86,8.77,369.1,63.52
ORD106408,2019-02-07,S035,Central,Grocery,Staples,6,41.26,7.08,230.03,17.75
ORD106745,2019-02-07,S050,North,Furniture,Tables,6,287.64,7.15,1602.44,278.13
ORD100468,2019-02-08,S016,Central,Grocery,Fresh,5,38.23,8.07,175.72,13.49
ORD101971,2019-02-08,S050,East,Furniture,Sofas,3,278.28,2.67,812.55,144.31
ORD106900,2019-02-08,S042,North,Electronics,Mobiles,2,277.09,5.56,523.37,111.94
ORD101104,2019-02-08,S025,South,Furniture,Beds,4,843.68,2.92,3276.18,581.1
ORD103725,2019-02-08,S022,North,Electronics,Mobiles,2,1368.82,14.13,2350.81,480.64
ORD101298,2019-02-08,S006,West,Grocery,Staples,5,45.71,10.17,205.31,15.59
ORD102251,2019-02-09,S044,East,Clothing,Kids,2,144.56,2.79,281.05,97.0
ORD109591,2019-02-09,S011,West,Grocery,Beverages,3,7.15,0.0,21.45,1.72
ORD108929,2019-02-09,S048,East,Clothing,Women,4,118.53,15.33,401.44,129.73
ORD111189,2019-02-09,S029,South,Electronics,Audio,6,1270.84,5.23,7226.25,1548.2
ORD103497,2019-02-09,S050,North,Grocery,Fresh,1,42.0,0.09,41.96,3.36
ORD103763,2019-02-09,S048,South,Beauty,Makeup,4,92.0,10.91,327.85,86.79
ORD103061,2019-02-09,S048,South,Clothing,Accessories,11,35.04,0.35,384.09,134.2
ORD101198,2019-02-09,S027,Central,Electronics,Accessories,5,282.56,0.0,1412.8,310.82
ORD100998,2019-02-10,S036,North,Beauty,Haircare,5,45.41,9.09,206.41,55.17
ORD102378,2019-02-10,S008,South,Furniture,Sofas,6,555.55,4.18,3193.97,562.9
ORD107479,2019-02-10,S038,West,Clothing,Accessories,5,49.27,0.0,246.35,86.22
ORD102300,2019-02-10,S045,East,Electronics,Audio,3,968.86,6.74,2710.68,576.25
ORD100520,2019-02-10,S036,West,Grocery,Snacks,7,8.46,0.0,59.22,4.74
ORD108419,2019-02-10,S034,North,Electronics,Laptops,4,1455.1,13.46,5036.97,1033.56
ORD105213,2019-02-10,S011,South,Beauty,Makeup,5,38.05,7.98,175.07,47.06
ORD107977,2019-02-10,S030,South,Grocery,Snacks,1,28.68,10.3,25.73,1.95
ORD105619,2019-02-11,S039,West,Grocery,Staples,5,36.47,0.0,182.35,14.59
ORD101780,2019-02-11,S004,East,Grocery,Staples,4,24.18,11.1,85.98,6.5
ORD110745,2019-02-11,S029,North,Furniture,Sofas,4,953.17,0.0,3812.68,686.28
ORD103287,2019-02-12,S024,Central,Furniture,Sofas,4,269.92,0.0,1079.68,194.34
ORD103151,2019-02-12,S019,East,Furniture,Beds,5,522.2,2.64,2542.07,451.53
ORD104413,2019-02-12,S050,West,Grocery,Staples,3,15.07,10.87,40.3,3.05
ORD100618,2019-02-12,S015,East,Furniture,Sofas,5,558.89,4.12,2679.32,472.34
ORD101616,2019-02-12,S043,West,Furniture,Sofas,6,740.57,12.18,3902.21,659.62
ORD111397,2019-02-12,S040,West,Electronics,Accessories,1,804.75,4.25,770.55,165.92
ORD101819,2019-02-12,S018,West,Clothing,Accessories,3,100.75,0.0,302.25,105.79
ORD107410,2019-02-12,S029,North,Beauty,Makeup,4,27.18,9.02,98.91,26.45
ORD107288,2019-02-12,S045,West,Furniture,Tables,3,738.57,12.56,1937.42,326.84
ORD110379,2019-02-13,S040,West,Clothing,Women,4,132.8,12.58,464.38,152.31
ORD103517,2019-02-13,S045,North,Furniture,Tables,7,1079.73,3.57,7288.29,1288.47
ORD109345,2019-02-13,S040,East,Grocery,Snacks,4,19.6,1.92,76.89,6.09
ORD108351,2019-02-13,S047,West,Electronics,Accessories,6,1228.39,1.02,7295.16,1596.75
ORD104257,2019-02-14,S047,East,Clothing,Kids,6,129.87,3.09,755.14,260.22
ORD104847,2019-02-14,S033,East,Grocery,Fresh,3,18.1,6.81,50.6,3.91
ORD105789,2019-02-14,S009,North,Beauty,Haircare,5,120.62,0.0,603.1,168.87
ORD105607,2019-02-14,S022,West,Furniture,Tables,2,531.82,4.09,1020.14,179.87
ORD110421,2019-02-15,S027,West,Electronics,Accessories,3,213.89,0.81,636.47,139.46
ORD111364,2019-02-15,S011,West,Grocery,Fresh,5,21.32,12.26,93.53,7.02
ORD110589,2019-02-15,S005,Central,Beauty,Fragrance,2,23.6,15.21,40.02,10.35
ORD107822,2019-02-15,S011,Central,Clothing,Men,4,124.67,3.92,479.13,164.41
ORD104502,2019-02-15,S007,South,Grocery,Snacks,8,23.97,0.0,191.76,15.34
ORD106040,2019-02-15,S024,South,Electronics,Audio,8,1043.22,6.01,7844.18,1673.86
ORD101077,2019-02-16,S011,East,Beauty,Haircare,4,195.86,3.36,757.12,208.43
ORD100313,2019-02-16,S050,East,Furniture,Beds,11,76.18,6.07,787.11,137.38
ORD111986,2019-02-16,S025,South,Clothing,Accessories,4,133.72,14.79,455.77,147.72
ORD107912,2019-02-16,S017,South,Grocery,Snacks,3,39.61,0.0,118.83,9.51
ORD106200,2019-02-16,S013,North,Clothing,Women,4,128.34,17.93,421.31,134.24
ORD100649,2019-02-17,S029,West,Beauty,Haircare,7,47.51,15.72,280.29,72.31
ORD103771,2019-02-17,S030,South,Electronics,Laptops,2,1097.85,1.92,2153.54,469.23
ORD105945,2019-02-18,S011,West,Grocery,Snacks,7,17.07,0.76,118.58,9.45
ORD102536,2019-02-18,S037,South,Grocery,Fresh,3,36.94,2.01,108.59,8.6
ORD107461,2019-02-18,S041,South,Furniture,Tables,2,511.79,17.55,843.94,138.58
ORD105876,2019-02-18,S019,East,Clothing,Women,6,34.13,0.0,204.78,71.67
ORD105631,2019-02-18,S017,South,Electronics,Audio,4,515.03,0.0,2060.12,453.23
ORD111098,2019-02-18,S029,East,Grocery,Beverages,4,14.67,12.53,51.33,3.85
ORD110059,2019-02-18,S023,Central,Clothing,Kids,5,28.68,0.0,143.4,50.19
ORD106949,2019-02-18,S021,Central,Clothing,Accessories,6,52.66,8.6,288.79,96.73
ORD101677,2019-02-19,S016,North,Clothing,Accessories,4,24.04,4.52,91.81,31.41
ORD103193,2019-02-19,S020,South,Grocery,Snacks,4,39.56,6.35,148.19,11.48
ORD110514,2019-02-19,S030,Central,Electronics,Mobiles,5,251.81,14.96,1070.7,217.93
ORD103705,2019-02-19,S037,Central,Clothing,Men,5,86.13,15.53,363.77,117.43
ORD100565,2019-02-20,S032,West,Furniture,Tables,2,198.01,26.6,290.68,45.36
ORD101629,2019-02-20,S002,East,Electronics,Laptops,7,485.22,5.86,3197.5,682.84
ORD100299,2019-02-20,S043,East,Grocery,Fresh,4,43.72,1.49,172.27,13.68
ORD100857,2019-02-20,S028,Central,Grocery,Fresh,3,27.71,5.45,78.6,6.12
ORD105092,2019-02-21,S043,North,Electronics,Laptops,2,862.41,10.38,1545.78,322.42
ORD110920,2019-02-21,S016,South,Grocery,Fresh,2,9.72,5.89,18.29,1.42
ORD109169,2019-02-21,S022,West,Grocery,Fresh,8,16.46,8.67,120.26,9.2
ORD107937,2019-02-21,S010,South,Clothing,Kids,4,104.27,2.82,405.32,139.86
ORD109416,2019-02-21,S050,South,Clothing,Men,4,127.08,0.0,508.32,177.91
ORD103794,2019-02-22,S031,West,Grocery,Fresh,3,13.93,0.0,41.79,3.34
ORD111893,2019-02-22,S004,Central,Grocery,Fresh,6,33.33,0.0,199.98,16.0
ORD102763,2019-02-22,S044,East,Grocery,Snacks,5,30.46,11.04,135.49,10.24
ORD108761,2019-02-23,S019,South,Grocery,Beverages,2,38.55,17.75,63.41,4.62
ORD101170,2019-02-23,S044,East,Electronics,Mobiles,4,993.83,10.61,3553.54,740.31
ORD103530,2019-02-23,S006,South,Clothing,Women,6,27.6,5.12,157.12,53.58
ORD100926,2019-02-24,S016,West,Grocery,Fresh,5,34.29,10.25,153.88,11.68
ORD101031,2019-02-24,S023,East,Clothing,Men,5,134.47,15.13,570.62,184.61
ORD107991,2019-02-24,S011,East,Grocery,Staples,3,45.02,0.0,135.06,10.8
ORD100932,2019-02-24,S017,South,Grocery,Snacks,4,18.53,6.33,69.43,5.38
ORD105617,2019-02-24,S002,West,Grocery,Snacks,5,14.16,12.47,61.97,4.65
ORD108530,2019-02-24,S036,West,Electronics,Mobiles,3,362.39,10.13,977.04,204.06
ORD109299,2019-02-24,S038,North,Clothing,Women,4,140.95,0.0,563.8,197.33
ORD105195,2019-02-25,S048,North,Electronics,Accessories,8,724.38,0.0,5795.04,1274.91
ORD107795,2019-02-25,S011,East,Electronics,Accessories,2,1276.22,9.74,2303.83,482.16
ORD106779,2019-02-25,S012,South,Clothing,Men,4,21.23,0.26,84.7,29.61
ORD107161,2019-02-25,S020,Central,Furniture,Tables,3,686.84,2.65,2005.92,356.28
ORD100660,2019-02-25,S049,South,Grocery,Snacks,5,9.82,3.31,47.47,3.73
ORD110024,2019-02-26,S045,West,Furniture,Chairs,5,909.07,0.44,4525.35,812.77
ORD102703,2019-02-26,S010,East,Grocery,Snacks,6,16.03,8.06,88.43,6.79
ORD109675,2019-02-26,S027,Central,Clothing,Women,4,132.26,8.57,483.7,162.04
ORD107058,2019-02-26,S019,South,Furniture,Beds,4,298.72,13.06,1038.83,174.78
ORD105470,2019-02-26,S050,West,Clothing,Men,8,13.73,0.0,109.84,38.44
ORD104807,2019-02-27,S004,North,Furniture,Sofas,4,322.56,0.0,1290.24,232.24
ORD106205,2019-02-27,S014,Central,Clothing,Men,6,91.71,15.65,464.14,149.74
ORD101723,2019-02-27,S026,East,Clothing,Kids,5,43.43,0.0,217.15,76.0
ORD111602,2019-02-28,S018,South,Electronics,Laptops,3,1246.17,3.09,3622.99,784.74
ORD110723,2019-02-28,S019,Central,Electronics,Audio,2,974.11,1.26,1923.67,420.54
ORD106553,2019-02-28,S015,South,Furniture,Chairs,7,1058.2,0.2,7392.59,1329.34
ORD108831,2019-02-28,S008,South,Grocery,Snacks,4,26.99,1.76,106.06,8.41
ORD111641,2019-02-28,S047,South,Grocery,Snacks,2,34.76,1.33,68.6,5.45
